lemma	pos	form	sentence	source_corpus
kello	NOUN	kelloista	En tiennyt mitään kelloista, mutta se tosiaankin näytti kivalta.	fi
selvittää	VERB	selvittäneeni	Luulen selvittäneeni suurimman osan tarinaa.	fi
selvittää	VERB	selvittävä	On ensinnäkin selvittävä yöstä hengissä.	fi
juoda	VERB	joi	Matti joi kahvia eikä vastannut mitään.	fi
juoda	VERB	juon	Jos syön liikaa, vatsaani sattuu, ja jos taas juon liikaa, sattuu päähän.	fi
perä	NOUN	perässäsi	Sitten tulin perässäsi kaupunkiin.	fi
perä	NOUN	perän	Tindouf meni perän suuntaan siihen osaan alusta, jonka hän tunsi parhaiten.	fi
kuukausi	NOUN	kuukaudet	Lasten elämä on ollut melko tasaista viimeiset kuukaudet, enkä haluaisi, että se muuttuu.	fi
kuukausi	NOUN	kuukauteen	Jääkiekkoa hän ei edes katsonut moneen kuukauteen.	fi
rauha	NOUN	rauhaa	Uskonto on kuulemma tuonut rauhaa.	fi
rauha	NOUN	rauhalle	Majuri joi isänmaalle, rauhalle, joululle ja kaikelle mikä maailmassa oli kallisarvoista.	fi
kiltti	ADJ	kiltein	Hän on maailman suloisin ja kiltein mies.	fi
kiltti	ADJ	kiltimpi	Jossain määrin hän oli luultavasti parempi, kiltimpi versio kuin näitä sanoja kirjoittava tyyppi.	fi
kuolema	NOUN	kuolemastani	Näin viime yönä unta omasta kuolemastani.	fi
kuolema	NOUN	kuolemissa	Mikä oli ollut erityistä näissä kuolemissa?	fi
muuttua	VERB	muuttuu	Lasten elämä on ollut melko tasaista viimeiset kuukaudet, enkä haluaisi, että se muuttuu.	fi
muuttua	VERB	muuttuisi	Edellinen luidenlukijamme oli varma, että näiden avulla kaikki muuttuisi paremmaksi.	fi
suora	ADJ	suorassa	Kaikki olivat suorassa ja kauniisti.	fi
suora	ADJ	suoralla	He olivat melkoisen matkan päässä – kaupunkiin johtavalla suoralla tiellä.	fi
moni	PRON	monia	Syitä on monia, hän vastaa.	fi
moni	PRON	moneen	Jääkiekkoa hän ei edes katsonut moneen kuukauteen.	fi
puhelin	NOUN	puhelimestasi	Voit soittaa heille puhelimestasi, kun pääsemme sinne.	fi
puhelin	NOUN	puhelimessasi	Mies puhelimessasi lähettää jonkun.	fi
mikä	DET	minkä	Hän sai kaiken, minkä halusi.	fi
tällainen	ADJ	tällaisia	Ei hän ennen ollut tällaisia miettinyt.	fi
tällainen	ADJ	tällaiselta	Jos se olisi täytetty kirjoilla ja kartoilla, se olisi tuntunut juuri tällaiselta.	fi
veri	NOUN	verestäsi	Olemme molemmat verta verestäsi.	fi
veri	NOUN	verissäni	Voisi sanoa, että kortinpeluu on verissäni.	fi
luoda	VERB	luotiin	Minut luotiin tekemään tätä työtä.	fi
luoda	VERB	loimme	Sisälläni asuu ihminen, jonka loimme yhdessä.	fi
seuraava	ADJ	seuraavasi	Luulet seuraavasi minua ja että minä kieltäydyn- mutta asia on päinvastoin.	fi
seuraava	ADJ	seuraavana	Kuvaukset olisivat seuraavana päivänä.	fi
ruoka	NOUN	ruokiasi	Odotan sinun ruokiasi, kun pääsen kotiin.	fi
ruoka	NOUN	ruokaanne	Teen töitä teille, en juo vettänne-- en syö ruokaanne.	fi
oikeus	NOUN	oikeuteni	Se on minun oikeuteni.	fi
oikeus	NOUN	oikeudesta	Onko kyse ensi yön oikeudesta?	fi
suhde	NOUN	suhteesta	Mitä te saatte tuosta suhteesta? minä kysyn.	fi
suhde	NOUN	suhteen	Onko peli niiden suhteen jo menetetty?	fi
vetää	VERB	vetäisimme	Ja mihin vetäisimme rajan?	fi
vetää	VERB	vetävä	Löytyisi vain tosi vetävä ruumis ulkoa Kuun pinnalta, sitten kun joku sen joskus huomaisi.	fi
helppo	ADJ	helpolta	Se näyttää niin helpolta, mutta ei sitä ole.	fi
helppo	ADJ	helppoa	Meidän olisi pitänyt tehdä lapsi jo kymmenen vuotta sitten, mutta jälkiviisaus on helppoa.	fi
millainen	ADJ	millaiset	Tiedätkö, millaiset hiukset minulla oli?	fi
millainen	ADJ	millaisten	Tiesin, millaisten asioiden kanssa olin tekemisissä.	fi
meno	NOUN	menojasi	Sinä saat mennä menojasi.	fi
meno	NOUN	menosta	Olette häpeämätön mies, jonka menosta on tehtävä loppu.	fi
tuhota	VERB	tuhosin	Tiedän, että tuhosin itse kaiken, koska valehtelin sinulle.	fi
tuhota	VERB	tuhoa	Paha henki on heikompi kuin hyvä, mutta jonkin aikansa voi hän tuhoa tuottaa.	fi
naiminen	NOUN	naimiseen	Ja jos tarkoituksesi on saada lupa Mollyn naimiseen, kuningatar voi olla hyvin voimakas liittolainen.	fi
naiminen	NOUN	naimisiin	Jordan Leigh ja Patrik Laine menevät naimisiin ensi kesänä Floridassa West Palm Beachilla.	fi
myydä	VERB	myytävä	Nyt ajatus oli vain myytävä asiakkaalle.	fi
myydä	VERB	myit	Kenelle oikein myit hevoseni?	fi
kestää	VERB	kestettävä	Ja kestettävä hiljaisuus yhdessä hänen kanssaan.	fi
kestää	VERB	kestät	Puoli kaupunkia on jo lyönyt vetoa, mihin asti kestät.	fi
muutama	PRON	muutamiin	Meillä olisi varaa muutamiin virheisiin, mutta ei liian moniin.	fi
muutama	PRON	muutamissa	Niitä oli enemmän kuin olisimme mitenkään ehtineet tutkia muutamissa tunneissa.	fi
ääni	NOUN	äänesi	On oikein hyvä kuulla äänesi.	fi
ääni	NOUN	äänestäsi	Mutta kuulen äänestäsi, että voit jo paremmin.	fi
kirja	NOUN	kirjaanne	Teidän kirjaanne myytiin täällä viime vuonna.	fi
kirja	NOUN	kirjoissa	Niin ainakin sanotaan kirjoissa – niin meille opetettiin.	fi
kukin	PRON	kuitenkin	Päätän kuitenkin siistiä sisältöä.	fi
kukin	PRON	kussakin	Siellä oli hänellä rautoja kolmessa kohden, kolme rautaa kussakin.	fi
liittyä	VERB	liitytte	Miten te siihen kaikkeen liitytte?	fi
liittyä	VERB	liityt	Joko tulet minun mukanani tai sitten liityt mustatakkisiin.	fi
tapaus	NOUN	tapaukseni	Hän oli ensimmäinen tapaukseni.	fi
tapaus	NOUN	tapauksessa	Me löydetään sut joka tapauksessa! he huutavat.	fi
totuus	NOUN	totuutensa	Siinä hetkessä on oma totuutensa.	fi
totuus	NOUN	totuutta	Tätä on jatkunut jo muutaman kuukauden ajan, mutta en vieläkään pysty kertomaan totuutta työpaikastani.	fi
jutella	VERB	juttelisit	Että jos vaikka juttelisit sen kanssa.	fi
jutella	VERB	jutellut	En ole jutellut hänen kanssaan pitkään aikaan.	fi
kuollut	ADJ	kuolleista	Mutta kun hän kuollut oli, nousi hän ylös kuolleista...	fi
kuollut	ADJ	kuolleempi	En olisi yhtään kuolleempi, jos olisin lähempänä.	fi
pelata	VERB	pelaatte	Sellaista peliä te pelaatte.	fi
pelata	VERB	pelasin	Reilusti yli tarpeen( niin ainakin toivoin), mutta pelasin varman päälle.	fi
peli	NOUN	pelini	Tämä ei ole minun pelini.	fi
peli	NOUN	peliämme	Hän ainoastaan seuraa meidän peliämme, siinä kaikki.	fi
alus	NOUN	alukseen	Heitä oli kolme, ja he kaikki tulivat alukseen.	fi
alus	NOUN	alukseenne	Kun hän tuli alukseenne, hän ei ollut tarpeeksi vanha tehdäkseen päätöksiä sellaisista jutuista.	fi
eli	CCONJ	Elissa	Taiteilija Elissa Eriksson uskoo, että niinkin yksinkertainen asia kuin kynttilälyhty torilla voi lisätä turvallisuutta.	fi
eli	CCONJ	Elistä	Lapset istuivat pöydän ääressä tuijottaen Elistä.	fi
laskea	VERB	laskekaa	Naiset hoi, vaatteet päälle ja laskekaa lapset!	fi
laskea	VERB	laskenut	Kerran oli Liisa koskea laskenut, mutta ei se niin hirveätä ollut kuin tämä...	fi
yhteys	NOUN	yhteytemme	Ovatko yhteytemme yhä toiminnassa?	fi
yhteys	NOUN	yhteyksiä	He alkavat nähdä olemattomia malleja, yhteyksiä, joissa ei ole järkeä.	fi
murha	NOUN	murhaisi	On tietysti mukava kuulla, että vaimoni ei sentään murhaisi minua.	fi
murha	NOUN	murhastasi	Hänet hirtetään sinun murhastasi.	fi
kapteeni	NOUN	Kapteenia	Harry kiitti ja oli vähällä pyytää Kapteenia soittamaan uudestaan, jos tämä muistaisi vielä jotain.	fi
kapteeni	NOUN	Kapteeniksi	Siellä kasarmialueella miestä oli nimitetty Kapteeniksi.	fi
ollut	VERB	olleessaan	Jollain tasolla Ronja ymmärsi, että tuskin isä eli täysin yksin hänen poissa olleessaan.	fi
ollut	VERB	olleesta	Olen lukenut niistä vain ja ainoastaan temppelissä olleesta Myyttien kirjasta.	fi
pakko	NOUN	Pakolla	Pakolla sanaa ei voi vakiinnuttuaa.	fi
sota	NOUN	sotana	Hän piti sitä näkymättömänä sotana, jossa meidän piti käydä vihollista vastaan.	fi
sota	NOUN	sodin	Minä sodin kaikki yöt, hiki päässä huusin ja huidoin.	fi
paras	ADJ	parhaaksi	En haluaisi, mutta teen sen Markuksen parhaaksi.	fi
paras	ADJ	parhaat	Kovasti se vaan meni, kun ei parhaat juoksijat rinnalla pysyneet!...	fi
vanhempi	ADJ	vanhempani	Hän on lämmin ja pehmeä, toisin kuin omat vanhempani.	fi
vanhempi	ADJ	vanhempansa	Pesonen on menettänyt molemmat vanhempansa, ja hän vain tarvitsee jonkun, joka voi lohduttaa.	fi
pelkkä	ADJ	pelkästään	Päätän ottaa etäisyyttä ja jatkaa palvelun käyttöä satunnaisesti pelkästään työkoneellani.	fi
pelkkä	ADJ	pelkkiin	Eikä se loppunut pelkkiin seinämiin.	fi
viesti	NOUN	viestejään	Oli myös mahdollista, etten minä ollut saanut hänen viestejään.	fi
viesti	NOUN	viestejäni	Oli mahdollista, ettei hän ollut saanut kaikkia viestejäni.	fi
turpa	NOUN	turpiisi	Saat turpiisi tytön nähden.	fi
turpa	NOUN	turpasi	Et kysele ylimääräisiä ja pidät turpasi kiinni.	fi
vika	NOUN	vikana	Vai eikö sun kämpässä olekaan mitään vikana? minä kysyn.	fi
vika	NOUN	vikansa	Salla on sairas, eikä se ole hänen vikansa.	fi
keksi	NOUN	keksiä	Yritän sen jälkeen keksiä jotain muuta ajateltavaa, ja päädyn taas lukemaan Pintaremontti-blogia.	fi
keksi	NOUN	keksistä	Hän söi loput keksistä ja pyyhki hitaasti muruset käsistään.	fi
vapaa	ADJ	Vapaaseen	Mutta mitään ei sanottu, ja hän käveli pysäyttämättä Vapaaseen maailmaan.	fi
vapaa	ADJ	vapaassa	Mietin, jättäisinkö häiritsemättä häntä ja antaisin hänen vain nukkua pois tuossa huolista vapaassa tilassaan.	fi
jalka	NOUN	jaloissa	Juuri kun jaloissa pyörivät, ei ole jälkeäkään näkyvissä.	fi
jalka	NOUN	jalassani	Minulla on puhelin kädessäni ja alushousut jalassani.	fi
sydän	NOUN	sydämellä	Käsi sydämellä, voitko sinä tarjota samaa?	fi
sydän	NOUN	sydämeni	Ei kärsi sydämeni nähdä.	fi
rauhoittua	VERB	rauhoitu	Ja nainen siellä, rauhoitu.	fi
rauhoittua	VERB	rauhoituttava	Olet aivan mieletön, mutta minun on rauhoituttava nyt vähän.	fi
koira	NOUN	koirastasi	Jos sinulla on koira, kerro lisää koirastasi, jooko.	fi
koira	NOUN	koirasi	Kerro, miten jäit kiinni, kun luit sinä iltana typerän koirasi kirjasta!	fi
suunnitelma	NOUN	suunnitelmiamme	Pian meillä on vauva hoidettavana, mikä vaikeuttaa aika lailla suunnitelmiamme.	fi
suunnitelma	NOUN	Suunnitelmaan	Hänen on kiinnyttävä Suunnitelmaan, ja sen on oltava hänelle henki ja elämä.	fi
vihata	VERB	vihaamatta	Toivon että voimme hoitaa tämän vihaamatta toisiamme.	fi
vihata	VERB	vihaamasi	Siinä on vihaamasi idean ydin.	fi
selvitä	VERB	selviän	Todellisuudessa minulla ei ole hajuakaan siitä, miten selviän yksin kolmen tytön kanssa.	fi
selvitä	VERB	selvittiin	Ihme että selvittiin ilman miekaniskuja, verta ja ruumiita.	fi
päästää	VERB	päästäisi	Kun olisi joku, joka sen poloisen siitä päästäisi.	fi
päästää	VERB	päästämässä	Kukaan ei kuitenkaan ollut tolkuissaan päästämässä meitä sisään.	fi
vankila	NOUN	vankiloita	Meillä ei ole vankiloita eikä sakkoja.	fi
vankila	NOUN	vankilaani	Vasta kun palasin outoon vankilaani, aloin tajuta tilanteen.	fi
melkein	ADV	melkeen	Mä melkeen muistankin sen numeron.	fi
lyödä	VERB	lyömässä	Ehkäpä olin unessani lyömässä vetoa.	fi
lyödä	VERB	löisivät	He saisivat minut kiinni, löisivät oven auki ja sitoisivat silmäni.	fi
numero	NOUN	numeroaan	Tosin kovin moni ei tiennyt hänen numeroaan.	fi
numero	NOUN	numeron	Voitko etsiä mulle yhden numeron? minä pyydän.	fi
rakkaus	NOUN	rakkauden	Kaikki tämä vain rakkauden takia.	fi
rakkaus	NOUN	rakkauttasi	Älä vie meiltä rakkauttasi.	fi
mahtava	ADJ	mahtaviksi	Hyvin mahtaviksi niitä on sanottu.	fi
mahtava	ADJ	mahtavaa	Sä oot mun paras kaveri ja musta on mahtavaa, että sä asut täällä.	fi
lääkäri	NOUN	lääkärillä	Voihan lääkärillä olla myös hyviä uutisia.	fi
lääkäri	NOUN	lääkärilleen	Hän sanoi lääkärilleen, että tuntui väärältä olla turvassa ja tehdä sitä, mitä hän teki.	fi
miljoona	NUM	miljoonaani	Lähetän tiedot sitten, kun huomaan yhtäkkiä tarvitsevani kipeästi kahta miljoonaani.	fi
miljoona	NUM	miljoonassa	Kloroformia on siis ainakin viisitoista tuhatta osaa miljoonassa.	fi
sulkea	VERB	sulkiessani	Voin nytkin silmät sulkiessani nähdä sen rungon.	fi
sulkea	VERB	sulkemalla	Että reagoi niin kuin reagoi, sotkemalla kaiken, sulkemalla kaikki ulkopuolelle.	fi
mahdollisuus	NOUN	mahdollisuutemme	Tämä on ainoa mahdollisuutemme.	fi
mahdollisuus	NOUN	mahdollisuuksiani	Jokainen kuukausi huonontaa mahdollisuuksiani tulla raskaaksi, joten minun täytyy toimia nopeasti.	fi
selittää	VERB	selittämällä	Hän jatkoi selittämällä, että Putin on sanonut, ettei Venäjällä ole rajoja.	fi
selittää	VERB	selitetty	Ilmiötä on selitetty sillä, että äidit kantavat yhä suuren vastuun kodista ja lapsista.	fi
koskea	VERB	koskette	Jos koskette niihin, joudutte lähtemään kotiin niiden kanssa.	fi
koskea	VERB	koskiessa	Se tapahtui väkijoukon koskiessa häneen, George tajusi.	fi
minä	PRON	mää	En mää halua mitään henkivartijaa.	fi
ajatus	NOUN	ajatukseen	Yritä nyt vain tottua siihen ajatukseen, että te erositte.	fi
ajatus	NOUN	ajatuksiani	Itse asiassa biologinen kelloni tikittää niin lujaa, että en aina kuule edes omia ajatuksiani.	fi
tarjota	VERB	tarjosi	Silloinen Twitter tarjosi erinomaisen kurkistusikkunan maailmaan, johon minulla ei normaalisti ollut pääsyä.	fi
tarjota	VERB	tarjoaisivat	Josko ne advisorit, managerit ja specialistit vaikka hyvällä onnella tarjoaisivat määräaikaisuuksia.	fi
sattua	VERB	sattuma	Jos niin olisi, niin aikamoinen sattuma.	fi
sattua	VERB	satuin	Minä vain satuin olemaan tiellä.	fi
asea	VERB	asemassa	En ole siinä asemassa, että voisin kysyä palkasta, lomapäivistä tai työsuhde-eduista.	fi
asea	VERB	asettaman	Yhdessä nämä jättimäiset gravitaatioaaltojärjestelmät muodostivat ihmiskunnan Trisolarista vastaan asettaman Synkän metsän pelotteen.	fi
keski-	ADJ	keskenään	He eivät ole kovin hyvissä väleissä keskenään.	fi
keski-	ADJ	Keskenään	Keskenään William ja Walter olivat tappaneet kolme miestä ennen aamiaista.	fi
kannattaa	VERB	kannattanut	Meidän olisi kannattanut viedä isommat tytöt päiväkotiin, mutta Salla halusi pitää heidät kotona.	fi
kannattaa	VERB	kannata	Toisaalta ei ehkä kannata täyttää kaappeja Samin ja Hennan vaivoiksi, sillä joskus minäkin kuolen.	fi
luo	POSTP	luokse	Huomiseen! minä huikkaan ja lähden äidin luokse.	fi
luo	POSTP	Luona	Luona eläväin vai kuolleiden?	fi
ihana	ADJ	ihanat	Minähän olen nainen, jolla on rakastava mies ja ihanat lapset.	fi
ihana	ADJ	ihanaksi	Kelaa tunti eteenpäin, ja he sanovat jo ihanaksi.	fi
arvata	VERB	arvaan	Melkein arvaan, mitä siellä on.	fi
arvata	VERB	arvaamatta	Ja silloin, täysin arvaamatta, sota muistutti taas itsestään.	fi
ihme	NOUN	ihmeeltä	Ja kun ne sitten tulivat, se oli varmasti tuntunut ihmeeltä.	fi
ihme	NOUN	ihmeissämme	Ja nyt minusta tuntuu, että meidän pitäisi olla yhtä ihmeissämme myös Garberin uudesta komennuksesta.	fi
tila	NOUN	tilani	Lääkärin tila … Toisin sanoen minun tilani on hieman parempi, sillä sain nukuttua hieman..	fi
tila	NOUN	tilaasi	Älä yhtään pelkää, seuraan sinua koko ajan, tarkkailen tilaasi.	fi
musta	ADJ	mustaa	Kaikki täällä on niin mustaa ja nokeentunutta.	fi
musta	ADJ	mustalla	Taas tuo pimeyden solmu, musta ruusu mustalla pellolla.	fi
hetkinen	NOUN	hetkisellä	Tämän hetkisellä nopeudella aikaa olisi alle minuutti jäljellä.	fi
hetkinen	NOUN	hetkisestä	Miehet keskustelivat pitkään Venäjän sen hetkisestä tilanteesta ja tulevaisuudesta.	fi
kuusi	NUM	kuudesta	Kyse on vain kuudesta päivästä!	fi
kuusi	NUM	kuudeksi	Vaikkapa – kuudeksi kuukaudeksi.	fi
maksaa	VERB	maksaminen	Vähitellen mukaan tuli myös lounaan maksaminen.	fi
maksaa	VERB	maksetaan	Ja totta kai me maksetaan sulle palkka hyvästä työstä, Väänänen sanoo.	fi
uutinen	NOUN	uutisille	Pidit korvat auki uutisille.	fi
uutinen	NOUN	uutisissa	Etsin rakennuksen, jonka näin uutisissa, lasken kassini maahan ja koputan oveen.	fi
kaivata	VERB	kaivattiin	Hän toi uutisia, joita kaivattiin.	fi
kaivata	VERB	kaipaat	Ja nyt sinä kaipaat apuani.	fi
asu	NOUN	asun	He tietävät, kuka olen, ja saavat helposti selville, missä asun.	fi
asu	NOUN	asut	Sä oot mun paras kaveri ja musta on mahtavaa, että sä asut täällä.	fi
liike	NOUN	liikettäni	Hän oli tehnyt selväksi, etten tarvinnut vartijaa vahtimaan jokaista liikettäni.	fi
liike	NOUN	liikkeeltä	Siinä mielessä se tuntuisi oman tavoitteen kannalta vähän huonolta liikkeeltä.	fi
oppia	VERB	opi	Miten jotkut eivät ikinä opi?	fi
oppia	VERB	oppimaton	Minä olen oppimaton sotilas.	fi
johtaa	VERB	johdat	Kun johdat, hän aloitti mielessään, johda.	fi
johtaa	VERB	johtaisi	Siinä vaiheessa katselin häntä varmana siitä, että omat ponnistukseni eivät johtaisi mihinkään.	fi
vauhti	NOUN	vauhdissa	Jos se pitää meidät vauhdissa, olkoon niin.	fi
vauhti	NOUN	vauhtia	Pidämme kovaa vauhtia yllä ja on tosi terveellistä uskaltaa asettaa kovia tavoitteita.	fi
asua	VERB	asuttava	Niiden oli asuttava siellä kaksi vuotta.	fi
asua	VERB	asumaan	Minun ei kannata maksaa kahdesta asunnosta, joten muutan äidin luokse asumaan.	fi
nousta	VERB	nouset	Ensimmäinen on sellainen, että nouset päältäni ja me puhumme.	fi
nousta	VERB	nouskoot	En oo ikinä maksanut kalastusluvista, enkä muuten maksa nytkään, eli nouskoot kuinka isoksi tahansa.	fi
ehtiä	VERB	ehdin	Mä menen, kun ehdin.	fi
ehtiä	VERB	ehtimättä	Näytti kuin hän olisi itse yrittänyt päästä venttiilin luo, ehtimättä kuitenkaan perille.	fi
idea	NOUN	ideoistani	Se oli yksi minun ideoistani.	fi
idea	NOUN	ideamme	Ei ollut meidän ideamme.	fi
elokuva	NOUN	elokuviasi	Olenhan minä nähnyt sinun elokuviasi!	fi
elokuva	NOUN	elokuvanne	Luulen nähneeni kaikki elokuvanne.	fi
ikävä	ADJ	ikävästä	Jostain ikävästä, jota ei olisi pitänyt ottaa esille.	fi
ikävä	ADJ	ikävät	Yritämme unohtaa ikävät asiat.	fi
mahdollinen	ADJ	mahdolliset	Lääkärit haluavat vain sulkea pois kaikki mahdolliset syyt, minä sanon.	fi
mahdollinen	ADJ	mahdolliselta	Pitkään aikaan ei vaikuttanut mahdolliselta, että pääsisimme ikinä mihinkään.	fi
suojella	VERB	suojeltu	Minulla ei ollut eläessäni ollut yhtä suojeltu olo.	fi
suojella	VERB	suojelisivat	He alkoivat keskustella siitä, kuinka mätä maailma onkaan ja miten he suojelisivat perheenjäseniään siltä.	fi
kiittää	VERB	kiitätte	Näinkö te siitä kiitätte?	fi
kiittää	VERB	kiittämään	Ja siitä naiset pappia kiittämään.	fi
liikkua	VERB	liikkuisi	Joten, vaikka olemme kiertoradalla, meistä näyttää kuin Maa ei liikkuisi lainkaan.	fi
liikkua	VERB	liikkumaton	Robotti oli hetken liikkumaton.	fi
juosta	VERB	juostessani	Olin palaa pelastamaan juostessani.	fi
juosta	VERB	juoksevat	Vartijat juoksevat paikalle ja soittavat poliisille.	fi
vaiva	NOUN	vaivoihin	Jos on rahaa, voi ostaa lääkettä kaikkiin muihin vaivoihin.	fi
vaiva	NOUN	vaivaasi	Miten ja miksi hait apua vaivaasi?	fi
pärjätä	VERB	pärjännyt	Siihen saakka olin pärjännyt hyvin.	fi
pärjätä	VERB	pärjäisin	Luvata, että pärjäisin ja että … että jäisin kaipaamaan häntä.	fi
terve	ADJ	terveitä	Minä ja lapset olemme terveitä, mutta silti mikään ei tunnu olevan oikein.	fi
terve	ADJ	terveet	Minulla on kaunis koti, ihana mies ja täydelliset ja terveet lapset.	fi
kävellä	VERB	kävellään	Mutta kävellään nyt vielä yhdessä kun voidaan.	fi
kävellä	VERB	kävelty	Niillä on kävelty kenties kerran.	fi
todiste	NOUN	todisteeni	Jamaika hylkäsi kaikki minun todisteeni, myös sen, että näytteen pulloa oli peukaloitu.	fi
todiste	NOUN	todisteissa	Saksalaisten mukaan todisteissa puutteita.	fi
uhri	NOUN	uhreille	Suostuin hyväksymään myös sen, että olin noille uhreille ainoa mahdollinen avun lähde.	fi
uhri	NOUN	uhrissa	Eilen illalla rikospaikalla Ruhn oli käynyt kysymässä noidalta, oliko tämä huomannut uhrissa mitään erityistä.	fi
para	NOUN	parasta	Tämä ei ole ehkä parasta luettavaa juuri nyt.	fi
para	NOUN	Parasta	Parasta on se, että Sini on luvannut tulla mukaani hoitoihin.	fi
sairaala	NOUN	sairaalassani	En halua enää nähdä sinua sairaalassani.	fi
sairaala	NOUN	sairaalani	En halua, että sairaalani on kuin saastainen ravintola.	fi
täydellinen	ADJ	täydelliseltä	Ajatus tuntui hänestä niin täydelliseltä ettei hän voisi koskaan selittää sitä.	fi
täydellinen	ADJ	täydelliset	Minulla on kaunis koti, ihana mies ja täydelliset ja terveet lapset.	fi
loistava	ADJ	loistavalta	Etten sanoisi suorastaan loistavalta.	fi
loistava	ADJ	loistavaa	Sanalla sanoen on siis kerrassaan loistavaa, että he korjaavat luunsa.	fi
ero	NOUN	erot	Se voisi myös selittää muut erot välillämme.	fi
ero	NOUN	erostasi	Kirjoita meille erostasi ja kerro, mitä** eron hetkellä tapahtui ja mitä sanoitte** toisillenne.	fi
huomen	NOUN	huomenta	Liisa asettui niiaamaan... niiasi ja toivotti hyvää huomenta.	fi
herätä	VERB	heräät	Ja kun heräät, et enää halua.	fi
herätä	VERB	heräisit	Halusin olla kanssasi, kun heräisit.	fi
heittää	VERB	heitän	Äiti tulee sitten myöhemmin kotiin, minä sanon ja heitän löylyä.	fi
heittää	VERB	heitettävä	Hän ajatteli, että heitettävä tavara loppuisi pian, jälkiruoka ja viini oli nautittu.	fi
suu	NOUN	suullasi	Väitit niin omalla suullasi.	fi
suu	NOUN	suulleni	Painoin käden suulleni, koska olin niin kauhuissani.	fi
pomo	NOUN	pomoasi	Mutta ajattelin sitä sinun pomoasi.	fi
pomo	NOUN	pomoosi	Sinulla on suhde pomoosi.	fi
varastaa	VERB	varastettava	Se oli kova, hänen olisi varastettava pian uusi.	fi
varastaa	VERB	varastaisi	Miksi kukaan varastaisi auton?	fi
avu	NOUN	avuin	Mutta he eivät pääse ulos omin avuin.	fi
avu	NOUN	avut	Sinä olet nuori ja komea, sinulla on kaikki tarvittavat avut.	fi
voima	NOUN	voimaksi	Sitä kutsutaan myös elämän voimaksi.	fi
voima	NOUN	voimistasi	Minusta tuntuu, että sinä käytit suurimman osan voimistasi, kun yritit parantaa hänet.	fi
vaihtaa	VERB	vaihtanut	Ehkä hän on vaihtanut taktiikkaa.	fi
vaihtaa	VERB	vaihtaisivat	Aivan kuin aivoni vaihtaisivat toiselle raiteelle.	fi
onnellinen	ADJ	onnellisilta	Katso nyt, miten onnellisilta nuo näyttävät, ja sinun pitää taas tuoda huonoja uutisia.	fi
onnellinen	ADJ	onnellisin	Olisin miehistä onnellisin, jos haluaisit käydä katsomassa minua täällä Rissbergissä.	fi
taistella	VERB	taistelen	Juuri siitä minä taistelen.	fi
taistella	VERB	taistelisimme	Juttelemme niitä näitä sen sijaan että taistelisimme!	fi
hankkia	VERB	hankkimassa	Me olemme myös hankkimassa lisää maata.	fi
hankkia	VERB	hankkisin	Olen jopa harkinnut, että hankkisin lapsen yksin.	fi
sopimus	NOUN	sopimuksessa	Kerron teille nyt, mistä sopimuksessa on kysymys.	fi
sopimus	NOUN	sopimuksena	Emmekö voisi yksinkertaisesti pitää tätä sopimuksena, jossa on kysymys oikeuksista ja velvollisuuksista?	fi
valo	NOUN	valoon	Luonto on oppinut luottamaan valoon.	fi
valo	NOUN	valolta	Kävelin jonkin verran metsäpoluilla Keskuspuistossa, mutta siellä valolta oli vaikea päästä pakoon.	fi
häipyä	VERB	Häipykää	Viesti kuuluu ’ Häipykää helvettiin täältä, nyt ’.	fi
häipyä	VERB	häivyt	Jos et ratkaise, minä jään ja sinä häivyt.	fi
kone	NOUN	konettani	Istun ja katson konettani.	fi
kone	NOUN	koneemme	Hän tuntee koneemme ja laitteemme ja asentaa ja korjaa kaiken mitä tarvitsemme.	fi
muka	ADV	Mukan	Mukan** vahvaa kirjaa__ Tabu__ ja nykyajan tabuja.	fi
esittää	VERB	esittäisin	Olen miettinyt kysymyksiä, jotka esittäisin.	fi
esittää	VERB	esitin	Kului päiviä ja taas päiviä, joina esitin kunnon tyttöä.	fi
elo	NOUN	eloa	Eikä sinulla nyt sitä tointa, että eloa ostanut olisit!	fi
elo	NOUN	elon	Vesieristettä tursutetaan rintoihin ja kaiken elon tappavia ruiskeita kasvoihin.	fi
katu	NOUN	kaduin	Ensin ajattelin, etten vastaa, ja sitten kaduin, että vastasin.	fi
katu	NOUN	katua	Ei olisi pitänyt reagoida niin nopeasti, mutta nyt on myöhäistä katua.	fi
kiire	NOUN	kiireettä	Pöydän ääressä hän valmistautui tehtäväänsä kiireettä, kaikessa rauhassa ja huolellisesti.	fi
kiire	NOUN	kiireiltään	Miilunpolttajat eivät kiireiltään ehtineet kiinnittää heihin huomiota.	fi
tyhmä	ADJ	tyhmiä	Sijoittajat eivät silti ole tyhmiä.	fi
tyhmä	ADJ	tyhmästä	Tutki ajatuksiasi, etsi vastaus tyhmästä päästäsi!	fi
todistaa	VERB	todistatte	Niin todistatte hänelle, että arvioni ei ollut väärä.	fi
todistaa	VERB	todistit	Mutta pyytäessäsi anteeksi todistit, että en ole ollut väärässä sinun suhteesi.	fi
tarkistaa	VERB	tarkistanut	En tarkistanut, koska minulla ei ollut syytä uskoa, ettet ollut kuollut.	fi
tarkistaa	VERB	tarkistatte	Tahtoisin, että tarkistatte puhuuko hän totta.	fi
