lemma	pos	form	sentence	source_corpus
armas	ADJ	Armsalt	Armsalt asjalik kõneleja suunab vaatajad enne etendust telefone vaikseks lülitama.	et
lahe	ADJ	lahedal	Väga hea tunne oli kodus nii paljude inimeste ees ja nii lahedal üritusel võistelda.	et
lahe	ADJ	lahedaks	Kogemust hindavad sõitjad siiski heaks ja võistlust ennast hoolimata rasketest tingimustest lahedaks.	et
avama	VERB	avan	Ja kui oleme kokku leppinud ja käed löönud, siis avan kõik uksed.	et
avama	VERB	avaksin	Kui hetkeks mõelda, siis ma ei arva, et ma võõra ees oma seifi avaksin.	et
kaitsema	VERB	kaitstakse	Olen terve, minuga on kõik korras ja mind kaitstakse.	et
kaitsema	VERB	kaitsesin	Mõne aasta pärast kaitsesin Oxfordis doktorikraadi ja töötasin Londonis kirjastuses Little, Brown.	et
valetama	VERB	valetasin	Ma valetasin ja ma vabandan.	et
valetama	VERB	valetate	Ma ei tea, kas te tahtlikult valetate või mis see teema on.	et
võitma	VERB	võitku	Valimiskogus võitku see, kel rohkem hääli nendelt, kes oma hääle anda soovisid.	et
võitma	VERB	Võidan	Võidan ja joon, joon ja võidan.	et
täielik	ADJ	täielikul	Gröönimaa mandriliustike täielikul sulamisel tõuseks maailmere tase ligikaudu kuus meetrit.	et
täielik	ADJ	Täielikku	Täielikku pühapiltide nn puhtust aga Luther ei taotlenud.	et
suu	NOUN	suudesse	Toppige enda talenditutesse suudesse mu ema tehtud kooki!	et
suu	NOUN	suuna	Venemaa püüab sedasi hoida enda pealetungi tempot Donetski suunal, vähendades Siverski suuna tähtsust.	et
puhas	ADJ	puhtaid	Aga tal pole puhtaid sokke.	et
puhas	ADJ	puhtast	Vahel käib mulle ka närvidele, kui näen, et inimesed esitavad küsimusi puhtast viisakusest.	et
kauge	ADJ	kaugele	Aga ta ei saa väga kaugele sirutada.	et
kauge	ADJ	Kaugele	Kaugele arenenud mälukaotuse tõttu saab ta igapäevaelus tuge perekonnalt ning viibib vahel hooldekodus.	et
noor	ADJ	Noort	Noort inimest hoitakse lihtsalt reaalsusest eemal.	et
noor	ADJ	Noortest	Noortest koosnevad meeskonnad lähevad kogu aeg paremaks.	et
kukkuma	VERB	kukun	Ma püüan hüpata, aga kukun maha.	et
kukkuma	VERB	kukub	Kelli üritab hüpata, kuid kukub maha.	et
varastama	VERB	varastata	Niikaua, kui ei varastata, ei saa midagi hullu juhtuda.	et
varastama	VERB	varastavad	Teine suurem grupp on narkomaanid, kes varastavad kaubanduskeskustest kõike, mida nad vähegi kätte saavad.	et
tõusma	VERB	tõusevad	Langevad ja tõusevad hõbevalged lilled, sinised vihmapilve-õhupallid.	et
tõusma	VERB	Tõuseme	Tõuseme hommikul, õhtul läheme magama.	et
umme	NOUN	umbes	Rand oli umbes tunnise autosõidu kaugusel.	et
mood	NOUN	moel	Inimeste heaolu mõjutab see mitmel moel.	et
mood	NOUN	moeks	Vastutusest on moeks kirjutada( jällegi, kirjutada, mitte elada), aga väärtusetusest mitte.	et
jooks	NOUN	jookse	Vahel on ka selliseid jookse, mis siin ikka.	et
jooks	NOUN	jooksul	Viimaste aastate jooksul on autode ühiskasutus kasvanud, sest liiklus on aina halvemaks muutunud.	et
jätkama	VERB	jätkasime	Ja pärast seda jätkasime kirjutamist.	et
jätkama	VERB	Jätkad	Jätkad oma sugulaste tapmist, kellel sinu ees süüd ei ole.	et
must	ADJ	musti	Ta näeb musti pükse.	et
must	ADJ	mustad	Liisa küsib, kui palju need mustad kingad maksavad.	et
palju	ADV	paljudes	Ta oli olnud paljudes filmides ja väga populaarne.	et
palju	ADV	paljudele	Esmaspäeval pidi ta enne koosolekule minekut paljudele klientidele helistama.	et
sõda	NOUN	Sõjale	Sõjale ei saa olla mingit õigustust!	et
sõda	NOUN	Sõdu	Sõdu, mis on tekitanud potentsiaalseid põgenikke, on maailmas toimunud kogu aeg ka pärast maailmasõda.	et
film	NOUN	filmi	Ta tahab minna filmi vaatama.	et
film	NOUN	filmide	Ta vaatab internetist uute filmide nimekirja.	et
abielluma	VERB	abielluks	Minule küll meeldiks, et kõik abielluks.	et
abielluma	VERB	abiellun	Aga see on nats nagu mõelda, kas ma abiellun või jään igavesti üksi.	et
hoolitsema	VERB	hoolitsete	Aga et oma mehe pärast muretsete ja tema eest hoolitsete, see on hea.	et
hoolitsema	VERB	hoolitsemast	Et Venemaa harrastusteatriliikumisel oleksid head välissidemed, selle eest ei väsi Alla samuti hoolitsemast.	et
uudis	NOUN	uudiseid	Ta lülitab raadio sisse, et kuulata uudiseid.	et
uudis	NOUN	uudistel	Võib-olla hoian isegi uudistel rohkem silma peal kui otseselt mängudel.	et
needma	VERB	nea	No rahune maha ja ära nea.	et
needma	VERB	nead	Muud nead ei oska öelda, kiriku ajalugu on vaid vägivald ja veri.	et
ots	NOUN	otsis	Iga kord kui ta lahkus, otsis ta kõigepealt oma ujumisriideid.	et
ots	NOUN	otsadesse	Paneeli otsadesse tehakse alapinda vee-eraldusavad, mille kaudu eemaldub ehituse ajal õõnsustesse kogunev vesi.	et
põgenema	VERB	Põgeneda	Põgeneda ei ole kuhugi.	et
põgenema	VERB	Põgenege	Põgenege ometi halva haisu eest!	et
kuningas	NOUN	kuningata	Ilma kuningata ei saa, aga koos kuningaga ka ei saa.	et
kuningas	NOUN	kuningani	Üks sellistest juhtumitest jõudis ka kuningani.	et
keerama	VERB	keerate	Miks te keerate tülile üha uusi ja uusi vinte peale?	et
keerama	VERB	keeramata	Söömata, joomata, pesemata, külge keeramata ja muidu olematutes tingimustes, aga kogukonna toel – tulemuslikult.	et
mure	ADJ	muredele	Luule Epner on neile muredele juba aastate eest Sirbi aastalõpuintervjuus tähelepanu juhtinud.	et
proov	NOUN	proovid	Kui sa proovid mõlemat, siis peaksid olema võimeline otsustama.	et
proov	NOUN	proovidel	Helilooja viibis Vilniuses proovidel ja salvestustel ning oli saalis ka kontserdil.	et
nägemine	NOUN	nägemisega	Uue ajastu filmid eeldavad selle näite põhjal hea nägemisega inimesi.	et
nägemine	NOUN	Nägemiseni	До свидания – Kohtumiseni( Nägemiseni; head aega).	et
teenima	VERB	teenin	Küsimusi on palju, näiteks kas ma teenin piisavalt palju, et saada üldse laps?	et
teenima	VERB	teeniksin	Sest teadsin, et kui vähegi raha teeniksin, võetaks see ära.	et
rahvas	NOUN	rahvast	Maanteel on liiga palju rahvast, et liikuda.	et
rahvas	NOUN	Rahvaga	Rahvaga suhtlus käib ja HRLi kavas selline asi tundub just kohatult omal kohal.	et
lase	NOUN	lasete	Siis Maxima ütleb, et oot-oot, minul ei lasknud, aga Selveril lasete.	et
lase	NOUN	Lasete	Lasete ennast ka tühistest asjadest kõigutada.	et
huvi	NOUN	Huvide	Huvide konsensuse asemel tuleb rääkida huvide konfliktist.	et
läheda	ADJ	lähedal	Siim on pärit Ameerika Ühendriikidest, nii et Kanada on väga lähedal.	et
läheda	ADJ	Lähedalt	Lähedalt pole inimsilm aga kumbagi seirata saanud.	et
kabu	NOUN	kaota	Ja nad ei kaota kaalu nii lihtsalt kui varem.	et
kabu	NOUN	Kaota	Kaota riietusega aastaid ja tunne end mugavalt!	et
loll	ADJ	lollil	Ja veel nii lollil ajal, kui olin sinisel lehel, laps kodus haige ka veel...	et
loll	ADJ	lollideks	Aga olen väga pettunud ka USTA-s, ilmselgelt peavad nad meid lollideks.	et
president	NOUN	Presidendil	Presidendil on vaieldamatult suur võim luua eliiti.	et
president	NOUN	Presidendiga	Presidendiga abielus olles olid ka Ljudmila Putina ametlikes deklaratsioonides kajastatud küllaltki mõõdukas majanduslik seis.	et
naljakas	ADJ	naljakana	Ja natuke naljakana ka.	et
naljakas	ADJ	naljaka	Punkte jagatakse nii naljaka mõttekäigu kui ka õige vastuse eest.	et
külg	NOUN	küljest	Teisest küljest, kui ma õpin internetis saan õppida sama materjali palju odavamalt.	et
külg	NOUN	küljesse	Kohati tundus seda, eriti odapiste puhul küljesse, küll liiast olevat.	et
arst	NOUN	arstile	Ta ütleb arstile, kuidas ta end tunneb.	et
arst	NOUN	arstiks	Mu vend hakkab varsti arstiks õppima.	et
olukord	NOUN	Olukordi	Olukordi, kus parim lahendus on olnud vaikimisi parandamine.	et
olukord	NOUN	Olukordades	Olukordades ja valikutes, millesse poiss satub, võib näha paralleele Eesti endaga.	et
ründama	VERB	ründad	Teise Euroopa riigi ründamisega ründad justkui iseennast.	et
ründama	VERB	Ründavad	Ründavad demokraatia ja inimõiguste kaitsmise taha varjudes otseselt teiste riikide suveräänsust.	et
loomulik	ADJ	loomulikus	Donaldi arvates on see signaal, et me jõuame millenigi, mis on loomulikus keeles sõnastamatu.	et
loomulik	ADJ	Loomulikku	Loomulikku surma või õnnetuse tagajärjel hukkunud loomade puhul seda tavaliselt ei näe.	et
murdma	VERB	murtakse	Pealegi n.ö. süsteemist pigem kukutakse kui murtakse välja.	et
murdma	VERB	Murrab	Murrab sisse argipäev, vanad ja uued probleemid, hirmud, ihad, unelmad.	et
lihtne	ADJ	lihtsalt	Ma olen lihtsalt õnnelik, et pileti saan.	et
kõlama	VERB	Kõlan	Kõlan võib-olla mega ebaemalikult, aga ma olen vaid aus.	et
õhk	NOUN	Õhku	Õhku on visatud, et korduva õppimise eest või eriala vahetamise eest tuleks ise maksta.	et
endine	ADJ	endiselt	Milline näitleja on Sandra arvates endiselt ilusam kui Jaanika oma?	et
endine	ADJ	endistesse	Postindustriaalsetes ühiskondades on nii paljud kunstikoolid kolinud endistesse tehastesse, et see on lausa tavapraktika.	et
abikaasa	NOUN	abikaasale	Ta tegi ka endale ja oma abikaasale teed.	et
abikaasa	NOUN	abikaasad	Aga ka seda, kui kõrgelt haritud ja seda ka kultuuri vallas olid mõlemad abikaasad.	et
valik	NOUN	valikutest	Ka meie tegelased jutustavad oma õigetest ja valedest valikutest, andestamisest ja rahu tegemisest.	et
valik	NOUN	valikult	Süžeeliinilt või portreteeritava valikult ei paku noorte tegijate looming midagi põrutavat.	et
koha	NOUN	kohast	Kastre on saanud nime vana eestlaste kantsi järgi, see on n-ö kohast suurem nimi.	et
koha	NOUN	Kohas	Kohas, kus olen end tavaliselt turvaliselt tundnud( küll mitte nii turvaliselt kui Genialistide klubis).	et
voodi	NOUN	Voodis	Voodis olin need mittesobimise mõtted juba unustanud ja mõtlesin, et tema on see õige.	et
voodi	NOUN	Voodist	Voodist tõuseb hoopis teise näoga poiss – suurem, arukam( kooli)-poiss.	et
tubli	ADJ	tublid	Et ka koole teeksid tublid ja südamega töötavad inimesed.	et
tubli	ADJ	tublidest	Oled üks nendest tublidest sportlastes, kes teeb ka tööd.	et
suurem	ADJ	suuremaks	Signe ja Georg tahaksid osta uut kodu, sest nende kaks last kasvavad suuremaks.	et
suurem	ADJ	suurema	Millist ideed ei eksisteerinudki suurema osa tema elust?	et
semu	NOUN	semul	Tee peal tuleb kolmel töötul semul ka välja mõelda, kuidas elektroonikaostu finantseerida.	et
maailm	ADV	Maailmas	Teatavasti kasvavad need üksnes Uues Maailmas.	et
maailm	ADV	maailmalt	Täielik ja koheselt rakenduv kaubandusembargo on see, mida palub lääne maailmalt Ukraina valitsus.	et
müüma	VERB	müüdud	Paljud piletid olid juba müüdud.	et
müüma	VERB	Müüsin	Müüsin maha umbes kolm raamatut ja jäin ilmselt teistele alla.	et
sama	ADV	samaga	Tahtsin samaga vastata, aga juba tõmmati ta tantsima.	et
sama	ADV	samu	Nad kasutavad näiliselt samu asju, aga see pole see.	et
pääsma	VERB	päästaks	Meid ei päästaks sel juhul mitte miski.	et
meeskond	NOUN	Meeskondadele	Meeskondadele tuleb maksta veel tagantjärele ka möödunud hooajal teenitud tasu.	et
hävitama	VERB	hävitaksite	Te hävitaksite riigi, sina ja sinusugused, kui saaksite.	et
hävitama	VERB	hävitasid	Sellest, kuidas kaks aastat tagasi hävitasid masinad tuumarünnakus kolm miljardit inimest.	et
riie	NOUN	riidesse	Ta üritab end tööks riidesse panna.	et
riie	NOUN	riided	Aga Kaarli riided on väga vanad.	et
tegu	NOUN	teol	Ometi on see nii, et igal liiklusohtlikul teol on varem või hiljem tagajärg.	et
tegu	NOUN	teos	Iga teos on nagu löök naelapea pihta.	et
valge	ADJ	valgesse	Äkki kutsutakse ta suurde valgesse majja, kus vahel aetakse väikesi tumedaid asju.	et
valge	ADJ	valgeni	Valge näoga laps ja valge surilina viivad edasi kõige muu valgeni.	et
kuus	NUM	Kuues	Kuues kord oldi vastamisi karikafinaalis, kus kahe tabamusega jäi peale Serviti.	et
pagan	NOUN	Paganad	Paganad olid roojased ja nendega ühes lauas ei istutud.	et
tervis	NOUN	Terviseks	Esmaspäeval alanud Tervise arengu instituudi vabariiklik alkokampaania “ Terviseks? ”.	et
tervis	NOUN	Tervisega	Tervisega on probleeme ja see pärsib tema mobiilsust.	et
õpetama	VERB	õpetaksite	Nüüd soovin, et teie mind õpetaksite.	et
õpetama	VERB	õpetamata	Kas ilma õpetamata poleks jõudnud?	et
kõne	NOUN	kõneta	Seekord aga lavastus ei kõneta.	et
kõne	NOUN	Kõned	Kõned tulevad interneti kaudu ja neid numbreid on võimalik telefonis blokeerida.	et
luba	NOUN	lubades	Irina Embrich kaotas oma minimatši kaheksa torkega, lubades vastased vaid kolme punkti kaugusele.	et
luba	NOUN	Loaga	Loaga koos peaks Sutteri sõnul saama ka erandi, et mööda minna karmidest keskkonnanõuetest.	et
imelik	ADJ	imelikult	Kehas oli nagu imelikult külm, kuid ta peopesad samal ajal suisa higistasid.	et
imelik	ADJ	imelikud	Esiteks, eesti lugejate imelikud eelarvamused.	et
süü	NOUN	Süüta	Näiteks laul “ Süüta mu lumi ”.	et
süü	NOUN	süüd	Neiu tunnistas juhtunus oma süüd ning näitas kohtusaalis üles ka kahetsust.	et
rikkuma	VERB	rikuksin	Küsimus on selles, kas ma rikuksin sel juhul seadust.	et
rikkuma	VERB	rikkusite	Te rikkusite seda protseduuri – seega rikkusite seadust.	et
keha	NOUN	kehaks	Eks ma käisin vahel ka mõnes punkbändis kehaks, aga päris omaks see ei saanud.	et
keha	NOUN	kehas	Õhus olevad saasteosakesed ja äärmuslik kuumus rikuvad aga kehas ainete tasakaalu ära.	et
kohutav	ADJ	kohutavatele	Mõtleme või kohutavatele kaadritele, kui lasteaiakasvataja on lapsed riietanud mundritesse ja istutanud tankidesse.	et
kuuluma	VERB	kuulun	Mina kuulun kindlasti sellesse koolkonda, et kriis karastab ja siit minnakse tugevamalt edasi.	et
kuuluma	VERB	kuulusite	Aga tegelikult kuulusite Corleone kuritegelikku organisatsiooni.	et
miljon	NOUN	miljoneid	Tallink on Lääne sõnul investeerinud sadu miljoneid eurosid, et aasta ringi toimivat teenust pakkuda.	et
eriline	ADJ	erilisi	Mul ei olnud mingeid erilisi huvisid, natuke huvitas mind jalgpall, natuke kino.	et
eriline	ADJ	Erilisi	Erilisi raskusi valmistasid karistusvisked, kahe tiimi peale realiseeriti neid avapoolajal viiest vaid üks.	et
ärkama	VERB	ärka	Sa ei ärka kunagi.	et
ärkama	VERB	ärkasite	Kas alles nüüd ärkasite?	et
peatama	VERB	peataksin	Kas tahad, et peataksin laeva?	et
peatama	VERB	Peatan	Peatan kohtuotsuse ja võidan.	et
vastus	NOUN	Vastuseta	Vastuseta on küsimused, et kuidas oli lennuk hooldatud, kuidas piloodid käitusid ja nii edasi.	et
vastus	NOUN	Vastuseid	Vastuseid edastanud koolide arv on sama kui eelmisel nädalal.	et
juhtima	VERB	juhtisin	Nendes on üks oluline vasturääkivus, millele ma tähelepanu juhtisin.	et
juhtima	VERB	juhtisite	Teie juhtisite värske ühendvalla volikogu eelarve- ja majanduskomisjoni.	et
püha	ADJ	pühal	Pead saama, sest teised räägivad sellest pühal häälel.	et
püha	ADJ	pühades	Nii tundubki, et Maarja Magdaleena ei olnud kohustuslike ja pühades sidemetes.	et
astuma	VERB	astute	Minge ja uurige ümbrust, enne kui sisse astute.	et
astuma	VERB	astumas	Jaan Tootsi vigadest ja on astumas täpselt samasse ämbrisse.	et
rahulik	ADJ	rahulikult	Vesi voolab jões rahulikult.	et
rahulik	ADJ	rahulikuks	Varingu alla jäädes peaks jääma rahulikuks ning arvestama, et abi kohalejõudmine võtab aega.	et
agent	NOUN	Agendi	Agendi kasulikkus sõltub positiivselt teadustuludest ja negatiivselt teadustööga seotud pingutusest ja kuludest.	et
agent	NOUN	Agendil	Agendil puudub kindlaksmääratud põhipalk, üldjuhul on töötasuks teatud protsent müüdust.	et
tegemine	NOUN	tegemisel	Nad aitavad üksteist kodutööde tegemisel.	et
tegemine	NOUN	Tegemise	Tegemise käigus tekkivad pinged on aga vältimatud ka parimal juhul.	et
tõmbama	VERB	tõmbaksite	Kuhu teie isiklikult tõmbaksite piiri, kui suurtes omavalitsustes tohiks valimisliite moodustada?	et
tõmbama	VERB	tõmbasin	Kuna olin p.e.p.s., tõmbasin tabureti hooletu liigutusega laua alt välja.	et
daam	NOUN	Daamidel	Daamidel on ikka eesõigus, džentelmenid ju järgivad seda põhimõtet.	et
daam	NOUN	Daamide	Daamide kanda olid vaikelud, loodusmaalid ja portreed – teemad, mis peegeldasid naiste üldist elusfääri.	et
oht	NOUN	Ohuks	Ohuks on, nagu öeldud, kultuuri kandjate arvu vähenemine ja ajas kahanev võime kultuuriloomesse investeerida.	et
kasvama	VERB	kasvage	Minge pealegi tagasi ja kasvage suureks!	et
kasvama	VERB	kasvasite	Milline oli keskkond, kus teie kasvasite?	et
valuma	VERB	valutuks	Ja meie asi on tagada, et võimalikult paljudel perekondadel see võimalikult valutuks teha.	et
preili	NOUN	preilit	Charlie, sa preilit oled näinud?	et
preili	NOUN	preiliga	Rohkem ta preiliga kokku ei juhtunud, sest naine samahästi kui vältis teda.	et
lennuk	NOUN	lennukitest	Üks lennukitest tulistas Briti lennuki lähistel olles välja raketi.	et
tühi	ADJ	tühjadest	Ja ometi võib elamuse saada lihtsalt tühjadest teeradadest.	et
tühi	ADJ	tühja	Eesti naine ei karda tööd, ennastsalgavalt unustab ta hilised öötunnid ja tühja kõhugi.	et
seotud	ADJ	seotut	Vaatlen transporditeemasid – ehk siis liikumisviisidega seotut – kommete, tavade ja praktikate kaudu.	et
jää	NOUN	jääd	Kui jääd paariks aastaks tööst kõrvale, on tagasi rongile hüpata raske.	et
jää	NOUN	jääl	Filmi lõpus aga liiguvad samad kogud juba sulanud jääl mere poole.	et
hing	NOUN	hingede	Laval polevat võitlust elu eest, vaid hingede püüdmine eri usulahkude vahel.	et
hing	NOUN	hingest	Muusikat esitavad elavad inimesed siin ja praegu, kogu hingest, püüdmata reprodutseerida kunagi olnut.	et
eelmine	ADJ	eelmisel	Adriani lemmiklauljal oli eelmisel kuul kontsert.	et
riik	NOUN	riigist	Kas kliendid on pärit ühest riigist?	et
riik	NOUN	riikidest	Kliendid on pärit paljudest riikidest.	et
ettevaatlik	ADJ	ettevaatlikult	Töid tehakse ettevaatlikult, et võimalikult palju säästa olemasolevat katet ning mitte tekitada lisakahjusid.	et
ettevaatlik	ADJ	ettevaatlikud	Mõlemad on algul ettevaatlikud, imestunud, valvsad, väheke murelikud.	et
abielu	NOUN	abieluta	Oli olemas ka abieluta kooselu, millel oli teatav juriidiline tunnustus.	et
abielu	NOUN	abieluga	Kuid kreeklased seostasid safranit ka abieluga.	et
segama	VERB	segasite	Millest te selle kokku segasite?	et
segama	VERB	segataks	Seal on tööl inimesed, kelle ülesandeks on jälgida, et kedagi ei segataks.	et
asuma	VERB	asusime	Kõik näis loogiline ning me asusime heas usus asja uurima.	et
asuma	VERB	asuge	Kehastuge Sherlock Holmes´ideks ja asuge jälgi ajama.	et
võti	NOUN	Võtme	Võtme kahtluste korral kliendiga ühendust ja küsime, kas makse algatajaks on olnud ikka tema.	et
toit	NOUN	Toitude	Toitude hinnad on lihtsalt täiesti madalad.	et
toit	NOUN	Toidul	Toidul on väga suur roll keskkonnakriisi võimendamisel või siis vastupidi vähendamisel.	et
isiklik	ADJ	Isiklikud	Isiklikud valikud on aga isiklikud, riik kord toetab neid oma poliitikaga ja kord mitte.	et
isiklik	ADJ	Isiklikus	Isiklikus vaates võisid need kodud asuda nii maal kui ka linnas.	et
kohama	VERB	Kohati	Kohati võib olla udu.	et
seadma	VERB	seadnud	Ma tean, et inimesed on seadnud nende dokumentide ehtsuse kahtluse alla.	et
seadma	VERB	seada	Taavi otsustab ööseks laagri üles seada.	et
ruum	NOUN	ruumil	Ajal iseenesest puudub ju sisu, samuti nagu ruumil puuduks sisu, kui seal midagi poleks.	et
ruum	NOUN	ruumiks	Ainukeseks suletud ruumiks finišis on riietumistelk ning seal on seetõttu ka kohustuslik maski kanda.	et
lõbus	ADJ	lõbusat	Näiteks näeme lõbusat seltskonda lõkke ääres laulmas, saatjaks ühe tegelase kitarr.	et
lõbus	ADJ	lõbusaks	Mitmetes osalenud koolides on sulgpall saanud nüüd kehalise kasvatuse tunni lõbusaks osaks.	et
uskumatu	ADJ	Uskumatul	Uskumatul kombel rohkem väravaid pealinlased avapoolajal visata ei suutnud.	et
lõikama	VERB	lõigatakse	Filmis pole see võimalik, sest see lõigatakse välja.	et
lõikama	VERB	lõikan	Nii, et ma pesen teda tihti ja lõikan ta pikka räpast karva.	et
põhi	NOUN	põhja	Ta arvab, et ta võis hoopis põhja poole minna.	et
põhi	NOUN	põhjasid	Mida rohkem punased teda manasid ja põhjasid, seda omasemaks Päts meile muutus.	et
saladus	NOUN	saladusse	Nende eest jääb kõik saladusse.	et
saladus	NOUN	Saladust	Ent tõmbas tugeva tule eest käe tagasi … Saladust ei kõnetata.	et
nimetama	VERB	nimetasime	Me nimetasime neid kultuuripolitseinikeks ja see tekitas meis tunde, et oleme osa millestki olulisest.	et
nimetama	VERB	nimetagem	Kuid impressiooni juurde kuulub ka vaataja pilk, nimetagem seda maskiks.	et
tulevik	NOUN	tulevikule	Olen keskendunud tervemale ja õnnelikumale tulevikule.	et
tulevik	NOUN	tulevikuta	See on mehaaniliste kordumiste maailm – monotoonne ja tulevikuta.	et
surm	NOUN	Surmal	Hingedepäeval saab süüdata virtuaalse küünla Surmal on igas elus oma osa.	et
surm	NOUN	surmaks	Paljudes lugudes valmistutakse surmaks – põhjalikult ja südamega, kuid märkimisväärseid edusamme tegemata.	et
lõppema	VERB	lõppeksid	Kas euroväärtuste vihkajad oleksid reaalselt õnnelikud, kui lõppeksid kõik põllumajandus- ja regionaaltoetused?	et
lõppema	VERB	lõppedes	Täissaalid tervitavad meie lauljaid ja dirigent Kaspars Putniņšit kava lõppedes püsti seistes.	et
tunnistama	VERB	Tunnistasid	Tunnistasid, et oleme head.	et
tunnistama	VERB	Tunnistad	Tunnistad üldse nende osa?	et
ohtlik	ADJ	ohtlikuga	Järelejäänud minutitega Arka millegi ohtlikuga hakkama ei suutnud saada.	et
ohtlik	ADJ	ohtlikena	Mõlema puhul käsitatakse trellide ja rauduste taha paigutatud hingi kodustamatute, metsikute ja ohtlikena.	et
tõstma	VERB	tõstad	Endalegi ootamatult tõstad hetke pärast tema peale häält, aga ta ei kuula.	et
tõstma	VERB	tõstab	Maara proovib joosta ja Emily tõstab raskusi.	et
märkama	VERB	märgake	Võtke aeg maha ning märgake seda armast ja kaunist enda ümber.	et
märkama	VERB	märkad	Võib-olla juba märkad, kuidas ma ei ürita isegi mingeid kategooriaid tekitada.	et
ase	NOUN	asemed	Lisaks on aja jooksul tühjaks jäänud tulekahjudes ja muudel põhjustel hävinud hoonete asemed.	et
ase	NOUN	Asemel	Pahatahtlikkuse, vihkamise ja viha Asemel oleks meil armastus ja vendlus.	et
puutuma	VERB	puutuv	Mina olen asjasse puutuv isik ja minu analüüs ei ole objektiivne.	et
puutuma	VERB	puutuge	Ärge puutuge tundmatuid objekte.	et
jõud	NOUN	jõududelt	Mure korral otsitakse endiselt tihti põhjust ja päästet seletamatutelt kõrgematelt jõududelt.	et
jõud	NOUN	Jõust	Jõust, mis kasvatab meid keerukuste kiuste.	et
paik	NOUN	paigalt	Üsna kindlasti oli kivi paigalt nihutanud maavärin.	et
paik	NOUN	paigust	Konkursile saabus Eesti eri paigust sadu joonistusi ja fotosid.	et
sattuma	VERB	satuks	Kohtades, kuhu muidu iga päev ei satuks.	et
sattuma	VERB	satun	Kes teab, ehk satun seoses uue tööga Viljandissegi tagasi.	et
idee	NOUN	ideid	Ka nad ei jõudnud oma ideid lõpuni viia.	et
idee	NOUN	ideed	Nende vanemad annavad neile mõned ideed.	et
otsus	NOUN	otsuseid	Elu on täis raskeid otsuseid.	et
otsus	NOUN	Otsusele	Otsusele jõudsime päris kiiresti ja otsus oli üksmeelne.	et
jagama	VERB	jagaksin	Aga üldiselt, hea meelega jagaksin teiste mänedžeridega kogemusi ja annaksin abi.	et
jagama	VERB	Jagavad	Jagavad nippe, kuidas kellelgi õnnestub magama jääda.	et
püsima	VERB	püsin	Viimased paarkümmend aastat püsin saarel paigal.	et
püsima	VERB	Püsivat	Püsivat leevendust hommikul alkoholi tarbimine aga ei paku.	et
värk	NOUN	värgi	Hiina ei küsi kogu sellise värgi pärast küsimusi.	et
värk	NOUN	värgiga	Nad assotseerusid mulle mingi peoga või sellise värgiga ja ma lihtsalt kartsin inimesi.	et
tänav	NOUN	Tänavalt	Tänavalt kostuv müra ei vähenenud, vaid tõusis.	et
raisk	NOUN	raisal	Et mida sul, raisal siit veel vaja on?	et
raisk	NOUN	raisata	Kas on mõtet sellele aega raisata?	et
ülev	ADJ	üleval	Me peame üleval aga tervet ruumi, maksame kommunaale, mis on suhteliselt kallid.	et
ülev	ADJ	Üleval	Üleval olev vesi ei pääse allapoole ning tihti ka mitte külgsuunas välja voolama.	et
vang	NOUN	vangina	Xhaka isa pidi veetma kolm ja pool aastat Jugoslaavias poliitilise vangina.	et
veed	NOUN	vett	Ma joon vett iga hommik.	et
veed	NOUN	vette	Ta keetis potitäie vett ja pani vette kolm muna.	et
hullem	ADJ	hullemana	Mõned harjusid hakkama saama ja hilisem aeg tuli seda hullemana pihku.	et
hullem	ADJ	Hullemad	Hullemad on need, kellel koju nii kiire,et mõõdasoidul ei suuda isegi auto numbrit märgata.	et
täht	NOUN	tähtedes	Ta elas edasi nii kirjutatud kui ka ette loetud tähtedes.	et
täht	NOUN	tähega	Ja Jumala nime kipuvad nad meelsamini suure tähega kirjutama kui eestlased.	et
jaa	ADV	Jaad	Jaad vahele,annad altkaemaksu ja asi korras.	et
näide	NOUN	Näidete	Näidete esitamiseks võiks ümber kirjutada terve raamatu.	et
üksteise	PRON	üksteiselt	Aina rohkem näen, kuidas meil kõigil on üksteiselt midagi õppida.	et
üksteise	PRON	üksteist	Nad aitavad üksteist kodutööde tegemisel.	et
issi	NOUN	issil	Ilmselt on siis issil arvutisõltuvus.	et
issi	NOUN	Issile	Issile meeldiks seda raiuda, eks?	et
komme	NOUN	kommete	Vaatlen transporditeemasid – ehk siis liikumisviisidega seotut – kommete, tavade ja praktikate kaudu.	et
lõuna	NOUN	lõunaks	Kell on kaksteist ja on aeg lõunaks.	et
lõuna	NOUN	Lõunasse	Võib-olla igatsevad paljud sakslased endiselt Saksa marka ja vaatavad, et raha läheb Lõunasse.	et
kee	NOUN	keeta	Lõpuks otsustas ta mõne muna keeta.	et
kee	NOUN	keel	Minu tütrele meeldivad inglise keel ja ajalugu.	et
hoolima	VERB	hoolimata	Sellest hoolimata püüab ta positiivselt mõelda.	et
hoolima	VERB	Hoolib	KE Hoolib! ja Töötab! musta raha saamise eest!	et
sõna	NOUN	sõnad	Need on liiga tõsised sõnad, et tuua neid kuuldavale, eriti tõendeid esitamata.	et
sõna	NOUN	Sõnaks	Piibel on neile olnud ja peab jääma tulevikus kaanest kaaneni Jumala Sõnaks.	et
